date,description,category
1991-06-10,token,Tagihan
1991-06-10,kpi pagi,Makanan & Minuman
1991-06-10,strmiing,Hiburan
1991-06-10,insentif,Gaji
1991-06-10,nidomart,Belanja
1991-06-10,go-food,Makanan & Minuman
1991-06-10,dinvest,Investasi
1991-06-10,lkain-lain,Lainnya
1991-06-11,bioskop,Hiburan
1991-06-11,lbpjs,Tagihan
1991-06-11,kebutuhan belanja mingguan,Belanja
1991-06-11,jajn sore,Makanan & Minuman
1991-06-11,bioskop,Hiburan
1991-06-11,ltsrk,Tagihan
1991-06-11,indomaret,Belanja
1991-06-11,indomart,Belanja
1991-06-11,iknsentif,Gaji
1991-06-12,bonus,Gaji
1991-06-12,bioskop,Hiburan
1991-06-12,project freelance,Gaji
1991-06-12,bpjs,Tagihan
1991-06-13,bioskop,Hiburan
1991-06-13,bnga dbank,Investasi
1991-06-13,isi game,Hiburan
1991-06-13,waurng nasi,Makanan & Minuman
1991-06-13,idnsentif,Gaji
1991-06-13,indmoart,Belanja
1991-06-14,mkn malam,Makanan & Minuman
1991-06-14,cemilan,Makanan & Minuman
1991-06-14,nasi wrg,Makanan & Minuman
1991-06-14,mkan siang,Makanan & Minuman
1991-06-14,internetan,Tagihan
1991-06-14,invst,Investasi
1991-06-15,modal nanem,Investasi
1991-06-15,pusa,Tagihan
1991-06-15,pulsa,Tagihan
1991-06-15,striming,Hiburan
1991-06-15,jajanan sore,Makanan & Minuman
1991-06-15,warung nasi,Makanan & Minuman
1991-06-15,bunga rek,Investasi
1991-06-16,streming,Hiburan
1991-06-16,gstock dapur mingguan,Belanja
1991-06-16,malma mfkan,Makanan & Minuman
1991-06-16,tissue,Belanja
1991-06-17,lstrk,Tagihan
1991-06-17,pulsa,Tagihan
1991-06-17,glame isi,Hiburan
1991-06-17,ke mall main,Hiburan
1991-06-17,gfood,Makanan & Minuman
1991-06-18,tissu,Belanja
1991-06-18,jajanan sore,Makanan & Minuman
1991-06-18,topup gam,Hiburan
1991-06-18,tisu,Belanja
1991-06-19,main ke mal,Hiburan
1991-06-19,lain-lain,Lainnya
1991-06-19,tissu,Belanja
1991-06-19,isi pulsa,Tagihan
1991-06-20,air,Tagihan
1991-06-20,proyekan,Gaji
1991-06-20,main ke mall,Hiburan
1991-06-20,alfamart,Belanja
1991-06-20,biosop,Hiburan
1991-06-21,cemlan,Makanan & Minuman
1991-06-21,inet,Tagihan
1991-06-21,opud,Makanan & Minuman
1991-06-21,gofood,Makanan & Minuman
1991-06-21,blanja mingguan,Belanja
1991-06-21,mkn malam,Makanan & Minuman
1991-06-21,isi game,Hiburan
1991-06-21,wifi,Tagihan
1991-06-21,pakean,Tagihan
1991-06-21,sabun,Belanja
1991-06-22,prkir,Tagihan
1991-06-22,blnja mingghuan,Belanja
1991-06-22,iuran blnan,Tagihan
1991-06-22,treaming,Hiburan
1991-06-22,internet,Tagihan
1991-06-22,warung nasi,Makanan & Minuman
1991-06-22,fee admin,Lainnya
1991-06-23,tisu,Belanja
1991-06-23,kebutuan pokok,Belanja
1991-06-23,blnan income,Gaji
1991-06-23,streming,Hiburan
1991-06-23,nyemil soe,Makanan & Minuman
1991-06-23,ngopi pagi,Makanan & Minuman
1991-06-23,tissue,Belanja
1991-06-23,lstrk,Tagihan
1991-06-24,alfa,Belanja
1991-06-24,netflixan,Hiburan
1991-06-24,lain-lain,Lainnya
1991-06-24,streming,Hiburan
1991-06-24,biya admn,Lainnya
1991-06-24,gkfood,Makanan & Minuman
1991-06-25,idm,Belanja
1991-06-25,biaya dmin,Lainnya
1991-06-25,lain-lain,Lainnya
1991-06-26,snack sore,Makanan & Minuman
1991-06-26,belanja bulanan imngguan,Belanja
1991-06-26,mkn amlam,Makanan & Minuman
1991-06-26,bpjs,Tagihan
1991-06-26,iuran blnan,Tagihan
1991-06-26,idnomrt,Belanja
1991-06-26,tsreaming,Hiburan
1991-06-26,tissu,Belanja
1991-06-27,topup gam,Hiburan
1991-06-27,prkir,Tagihan
1991-06-28,tissu,Belanja
1991-06-28,gopud,Makanan & Minuman
1991-06-28,pulsa,Tagihan
1991-06-28,pls,Tagihan
1991-06-28,sore jajanan,Makanan & Minuman
1991-06-28,bonus,Gaji
1991-06-28,blnja migguan,Belanja
1991-06-29,bioskpo,Hiburan
1991-06-29,mkan siang,Makanan & Minuman
1991-06-29,lain-lain,Lainnya
1991-06-29,air,Tagihan
1991-06-29,lain-lain,Lainnya
1991-06-29,lain-lain,Lainnya
1991-06-29,admin byaya,Lainnya
1991-06-29,bayar parkir,Tagihan
1991-06-30,mam shiang,Makanan & Minuman
1991-06-30,adm kbyaya,Lainnya
1991-06-30,ngopi pagi,Makanan & Minuman
1991-06-30,tissu,Belanja
1991-06-30,warteg,Makanan & Minuman
1991-06-30,lstriik,Tagihan
1991-06-30,freealnce project,Gaji
1991-06-30,byaya adm,Lainnya
1991-06-30,lain-lain,Lainnya
1991-07-01,nabung,Investasi
1991-07-01,alfamart,Belanja
1991-07-01,mkn siang,Makanan & Minuman
1991-07-01,alpamart,Belanja
1991-07-01,isi pfulsa,Tagihan
1991-07-02,tsriming,Hiburan
1991-07-02,bioskop,Hiburan
1991-07-02,streaming,Hiburan
1991-07-02,siang makan,Makanan & Minuman
1991-07-02,biya admin,Lainnya
1991-07-02,o-food,Makanan & Minuman
1991-07-02,mkan malam,Makanan & Minuman
1991-07-03,wifi,Tagihan
1991-07-03,main ke mall,Hiburan
1991-07-03,bpgjs,Tagihan
1991-07-03,prkir,Tagihan
1991-07-03,sabun,Belanja
1991-07-03,tbungan,Investasi
1991-07-03,sabnu,Belanja
1991-07-03,sabnu,Belanja
1991-07-04,biya admn,Lainnya
1991-07-04,tisu,Belanja
1991-07-04,dbpjs,Tagihan
1991-07-05,tissue,Belanja
1991-07-05,tp up gakme,Hiburan
1991-07-05,insentif,Gaji
1991-07-05,lain-lain,Lainnya
1991-07-05,main ke mall,Hiburan
1991-07-05,tp up game,Hiburan
1991-07-05,mingguan blnja,Belanja
1991-07-05,biaya admn,Lainnya
1991-07-05,ldain-lain,Lainnya
1991-07-05,netflixan,Hiburan
1991-07-05,lain-lain,Lainnya
1991-07-05,freelance project,Gaji
1991-07-06,lain-lain,Lainnya
1991-07-06,main ke mlal,Hiburan
1991-07-06,air,Tagihan
1991-07-06,streaming,Hiburan
1991-07-06,alfa,Belanja
1991-07-06,sabun,Belanja
1991-07-07,main ke mall,Hiburan
1991-07-07,bulanan iuarn,Tagihan
1991-07-07,pls,Tagihan
1991-07-07,ajjan sore,Makanan & Minuman
1991-07-07,ke mall main,Hiburan
1991-07-07,main ke mall,Hiburan
1991-07-07,pkrr,Tagihan
1991-07-08,cemilan,Makanan & Minuman
1991-07-08,main ke mll,Hiburan
1991-07-08,dpt cashback,Investasi
1991-07-09,main ke mall,Hiburan
1991-07-09,tp up game,Hiburan
1991-07-09,bayar parkir,Tagihan
1991-07-09,insentif,Gaji
1991-07-09,cemilan,Makanan & Minuman
1991-07-09,indomart,Belanja
1991-07-09,byaya admin,Lainnya
1991-07-09,parkir,Tagihan
1991-07-10,air,Tagihan
1991-07-10,sabun,Belanja
1991-07-10,gopud,Makanan & Minuman
1991-07-10,lain-lain,Lainnya
1991-07-10,sabun,Belanja
1991-07-10,tp up game,Hiburan
1991-07-10,tabungan,Investasi
1991-07-10,pkk kbtuhn,Belanja
1991-07-11,jajann sore,Makanan & Minuman
1991-07-11,token,Tagihan
1991-07-11,makan malam,Makanan & Minuman
1991-07-11,mkn siang,Makanan & Minuman
1991-07-11,blnja mingguan,Belanja
1991-07-11,bpjs,Tagihan
1991-07-12,isi pulsa,Tagihan
1991-07-12,sore jajn,Makanan & Minuman
1991-07-12,main ke mall,Hiburan
1991-07-12,gofud,Makanan & Minuman
1991-07-12,plusa,Tagihan
1991-07-12,bioskop,Hiburan
1991-07-12,netflixan,Hiburan
1991-07-12,inet,Tagihan
1991-07-12,pulsa,Tagihan
1991-07-12,main ke mall,Hiburan
1991-07-12,gajian,Gaji
1991-07-13,belanja dapur,Belanja
1991-07-13,indomaret,Belanja
1991-07-13,biaya adm,Lainnya
1991-07-14,cashback,Investasi
1991-07-14,fee adm,Lainnya
1991-07-14,bya admn,Lainnya
1991-07-14,bpjs,Tagihan
1991-07-15,sbun,Belanja
1991-07-15,isi game,Hiburan
1991-07-15,bonus,Gaji
1991-07-15,prkr,Tagihan
1991-07-16,baiya admin,Lainnya
1991-07-16,lain-lain,Lainnya
1991-07-16,prkr,Tagihan
1991-07-16,main ke mall,Hiburan
1991-07-16,alin-lain,Lainnya
1991-07-17,belanja blnn mingguan,Belanja
1991-07-17,bioskop,Hiburan
1991-07-17,lstrifik,Tagihan
1991-07-17,gfod,Makanan & Minuman
1991-07-17,indomart,Belanja
1991-07-17,iuran blnan,Tagihan
1991-07-17,shimpanan,Investasi
1991-07-17,air,Tagihan
1991-07-17,tisu,Belanja
1991-07-17,lain-lhain,Lainnya
1991-07-18,parkir,Tagihan
1991-07-18,ceilan,Makanan & Minuman
1991-07-18,freelance projet,Gaji
1991-07-18,lain-lain,Lainnya
1991-07-18,tisu,Belanja
1991-07-18,nasi wrg,Makanan & Minuman
1991-07-18,biaya admin,Lainnya
1991-07-18,topup gam,Hiburan
1991-07-18,sabun,Belanja
1991-07-18,byaya adm,Lainnya
1991-07-19,alin-lain,Lainnya
1991-07-19,lain-lain,Lainnya
1991-07-19,fee adm,Lainnya
1991-07-19,prkir,Tagihan
1991-07-19,mkn iang,Makanan & Minuman
1991-07-19,biya admn,Lainnya
1991-07-20,alpamart,Belanja
1991-07-20,bioskop,Hiburan
1991-07-20,bpjs,Tagihan
1991-07-20,byaya amdn,Lainnya
1991-07-20,lisrik,Tagihan
1991-07-21,ngopi pagi,Makanan & Minuman
1991-07-21,belanja kebutuhan mingguan,Belanja
1991-07-21,bioskop,Hiburan
1991-07-22,pls,Tagihan
1991-07-22,makan sing,Makanan & Minuman
1991-07-22,todpup gam,Hiburan
1991-07-22,gfood,Makanan & Minuman
1991-07-23,mall main ke,Hiburan
1991-07-23,nanem modal,Investasi
1991-07-23,sabun,Belanja
1991-07-23,inves,Investasi
1991-07-23,internet,Tagihan
1991-07-23,streaming,Hiburan
1991-07-24,iruan blnan,Tagihan
1991-07-24,main ke hmall,Hiburan
1991-07-24,cemilan,Makanan & Minuman
1991-07-24,lain-ain,Lainnya
1991-07-24,fee adm,Lainnya
1991-07-24,lain-lain,Lainnya
1991-07-24,ke main mall,Hiburan
1991-07-25,air,Tagihan
1991-07-25,kebutuan pokok,Belanja
1991-07-25,cashbk,Investasi
1991-07-25,kpi paig,Makanan & Minuman
1991-07-25,bioskop,Hiburan
1991-07-25,lain-lain,Lainnya
1991-07-26,ngopi pagi,Makanan & Minuman
1991-07-26,striming,Hiburan
1991-07-26,gam otpup,Hiburan
1991-07-26,belanja mingguan,Belanja
1991-07-27,iuran blnan,Tagihan
1991-07-27,biskop,Hiburan
1991-07-27,mall main ke,Hiburan
1991-07-27,air,Tagihan
1991-07-27,ngoi pagi,Makanan & Minuman
1991-07-27,netflixan,Hiburan
1991-07-27,tissue,Belanja
1991-07-27,air,Tagihan
1991-07-27,gofud,Makanan & Minuman
1991-07-28,opup gam,Hiburan
1991-07-28,ngopi pagi,Makanan & Minuman
1991-07-28,kbtkuhan pokok,Belanja
1991-07-28,bonus,Gaji
1991-07-28,byaya admn,Lainnya
1991-07-28,alfamrt,Belanja
1991-07-28,netflixan,Hiburan
1991-07-28,indomart,Belanja
1991-07-28,admin biaya,Lainnya
1991-07-28,proyekan,Gaji
1991-07-28,mkan siang,Makanan & Minuman
1991-07-28,streimng,Hiburan
1991-07-29,pjs,Tagihan
1991-07-29,insentif,Gaji
1991-07-29,lan-lain,Lainnya
1991-07-29,air,Tagihan
1991-07-30,topup gam,Hiburan
1991-07-30,lain-lain,Lainnya
1991-07-30,nyemil sore,Makanan & Minuman
1991-07-30,freelance project,Gaji
1991-07-30,cashbk,Investasi
1991-07-30,kopi pagi,Makanan & Minuman
1991-07-30,lain-lain,Lainnya
1991-07-30,lain-lain,Lainnya
1991-07-30,lain-lain,Lainnya
1991-07-30,irn bln,Tagihan
1991-07-31,striming,Hiburan
1991-07-31,bpjs,Tagihan
1991-07-31,netfixan,Hiburan
1991-07-31,cemilan,Makanan & Minuman
1991-08-01,streming,Hiburan
1991-08-01,reelan,Gaji
1991-08-01,bioskop,Hiburan
1991-08-01,psrkr,Tagihan
1991-08-01,cemilan,Makanan & Minuman
1991-08-01,freelance project,Gaji
1991-08-02,biya adm,Lainnya
1991-08-02,bpjs,Tagihan
1991-08-02,bioskop,Hiburan
1991-08-03,main ke mall,Hiburan
1991-08-03,fee adm,Lainnya
1991-08-03,alpamart,Belanja
1991-08-03,lain-lain,Lainnya
1991-08-03,siang mkn,Makanan & Minuman
1991-08-03,sabun,Belanja
1991-08-03,main ke mjall,Hiburan
1991-08-03,alfamrt,Belanja
1991-08-03,sore nyemil,Makanan & Minuman
1991-08-03,air,Tagihan
1991-08-03,bioskop,Hiburan
1991-08-04,streaming,Hiburan
1991-08-04,kopik-opi pagi,Makanan & Minuman
1991-08-04,tisu,Belanja
1991-08-04,lain-lain,Lainnya
1991-08-04,top up game,Hiburan
1991-08-04,intekrnetan,Tagihan
1991-08-04,bioskop,Hiburan
1991-08-05,boiskop,Hiburan
1991-08-05,kopi pagi,Makanan & Minuman
1991-08-05,bioskop,Hiburan
1991-08-05,gaji blnan,Gaji
1991-08-06,malam mkan,Makanan & Minuman
1991-08-06,snack sore,Makanan & Minuman
1991-08-06,streaming,Hiburan
1991-08-06,makan malam,Makanan & Minuman
1991-08-06,game isi,Hiburan
1991-08-06,isi pulssa,Tagihan
1991-08-06,lain-lain,Lainnya
1991-08-06,blioskop,Hiburan
1991-08-06,striming,Hiburan
1991-08-07,byaya damin,Lainnya
1991-08-07,dapur belanja blnan,Belanja
1991-08-07,alfamart,Belanja
1991-08-07,cemilan,Makanan & Minuman
1991-08-07,bunga rek,Investasi
1991-08-07,bpjs,Tagihan
1991-08-07,tisu,Belanja
1991-08-07,bonus,Gaji
1991-08-08,lain-lain,Lainnya
1991-08-08,alfa,Belanja
1991-08-08,tissue,Belanja
1991-08-08,gfodd,Makanan & Minuman
1991-08-08,bpjs,Tagihan
1991-08-08,topup gam,Hiburan
1991-08-08,warteg,Makanan & Minuman
1991-08-08,air,Tagihan
1991-08-08,lain-lain,Lainnya
1991-08-09,sabun,Belanja
1991-08-09,siang mkan,Makanan & Minuman
1991-08-09,lain-lain,Lainnya
1991-08-09,frilens,Gaji
1991-08-09,kpi pagi,Makanan & Minuman
1991-08-10,gam topup,Hiburan
1991-08-10,lafamart,Belanja
1991-08-10,biaya adm,Lainnya
1991-08-10,warteg,Makanan & Minuman
1991-08-10,lain-lain,Lainnya
1991-08-10,bioksop,Hiburan
1991-08-10,strhiming,Hiburan
1991-08-10,indomaret,Belanja
1991-08-10,streaming,Hiburan
1991-08-11,tisue,Belanja
1991-08-11,iboskop,Hiburan
1991-08-11,gajian,Gaji
1991-08-12,fee adm,Lainnya
1991-08-12,jajann sore,Makanan & Minuman
1991-08-12,main ke mall,Hiburan
1991-08-12,main ke mall,Hiburan
1991-08-12,magin ke mall,Hiburan
1991-08-12,iurn bln,Tagihan
1991-08-12,bjps,Tagihan
1991-08-12,tlissue,Belanja
1991-08-13,simpanan,Investasi
1991-08-13,lain-lain,Lainnya
1991-08-13,bpjs,Tagihan
1991-08-13,pls,Tagihan
1991-08-13,proyejkan,Gaji
1991-08-13,mkan malam,Makanan & Minuman
1991-08-13,insentif,Gaji
1991-08-13,air,Tagihan
1991-08-14,cshbck,Investasi
1991-08-14,gofud,Makanan & Minuman
1991-08-14,bonus,Gaji
1991-08-14,maksi,Makanan & Minuman
1991-08-14,iuran blan,Tagihan
1991-08-14,inesntif,Gaji
1991-08-14,lai-nlain,Lainnya
1991-08-15,investasi,Investasi
1991-08-15,warteg,Makanan & Minuman
1991-08-15,lain-lain,Lainnya
1991-08-15,gfood,Makanan & Minuman
1991-08-15,sabun,Belanja
1991-08-15,lain-lain,Lainnya
1991-08-15,mlaam mkan,Makanan & Minuman
1991-08-16,alfa,Belanja
1991-08-16,streaming,Hiburan
1991-08-16,lain-lain,Lainnya
1991-08-16,lain-lin,Lainnya
1991-08-16,ke main mall,Hiburan
1991-08-17,prkr,Tagihan
1991-08-17,gam topup,Hiburan
1991-08-17,alfa,Belanja
1991-08-17,prkr,Tagihan
1991-08-17,streaming,Hiburan
1991-08-17,iuran blnan,Tagihan
1991-08-17,lain-lain,Lainnya
1991-08-17,tisu,Belanja
1991-08-17,gofud,Makanan & Minuman
1991-08-18,kopi paig,Makanan & Minuman
1991-08-18,isi pulsa,Tagihan
1991-08-18,air,Tagihan
1991-08-18,admn fee,Lainnya
1991-08-18,iuran byr,Tagihan
1991-08-18,wrg fnasi,Makanan & Minuman
1991-08-18,fee admn,Lainnya
1991-08-18,lain-lain,Lainnya
1991-08-18,kopi pagi,Makanan & Minuman
1991-08-19,byaya adm,Lainnya
1991-08-19,mkn siang,Makanan & Minuman
1991-08-19,lain-lain,Lainnya
1991-08-19,jajn sore,Makanan & Minuman
1991-08-20,netflixan,Hiburan
1991-08-20,parkr,Tagihan
1991-08-20,sjiang mkan,Makanan & Minuman
1991-08-20,stremking,Hiburan
1991-08-21,tissue,Belanja
1991-08-21,lain-lain,Lainnya
1991-08-21,sabun,Belanja
1991-08-21,alfamrt,Belanja
1991-08-21,mam siang,Makanan & Minuman
1991-08-21,isi game,Hiburan
1991-08-21,mkan siang,Makanan & Minuman
1991-08-22,gajian,Gaji
1991-08-22,cemilan,Makanan & Minuman
1991-08-22,lain-lain,Lainnya
1991-08-22,wrg nai,Makanan & Minuman
1991-08-23,striming,Hiburan
1991-08-23,bioskop,Hiburan
1991-08-23,mam siang,Makanan & Minuman
1991-08-23,listrik,Tagihan
1991-08-23,netflixan,Hiburan
1991-08-23,byaya admin,Lainnya
1991-08-23,mkan malam,Makanan & Minuman
1991-08-23,air,Tagihan
1991-08-23,internetan,Tagihan
1991-08-24,sabun,Belanja
1991-08-24,belanja mingguan,Belanja
1991-08-24,tbungan,Investasi
1991-08-25,alfamrt,Belanja
1991-08-25,wasrteg,Makanan & Minuman
1991-08-25,lain-lain,Lainnya
1991-08-25,gofud,Makanan & Minuman
1991-08-26,tp up gae,Hiburan
1991-08-26,biya adn,Lainnya
1991-08-26,warung knasi,Makanan & Minuman
1991-08-26,gofood,Makanan & Minuman
1991-08-26,listrik,Tagihan
1991-08-27,bpjs,Tagihan
1991-08-27,prkir,Tagihan
1991-08-27,mam siang,Makanan & Minuman
1991-08-27,sabun,Belanja
1991-08-27,idm,Belanja
1991-08-27,streming,Hiburan
1991-08-27,wrg nasi,Makanan & Minuman
1991-08-27,bpjs,Tagihan
1991-08-28,fee admin,Lainnya
1991-08-28,bioskop,Hiburan
1991-08-28,byr iuan,Tagihan
1991-08-28,isi game,Hiburan
1991-08-28,bfioskop,Hiburan
1991-08-28,pkok kebutuan,Belanja
1991-08-28,aji bln,Gaji
1991-08-28,token,Tagihan
1991-08-29,insenktif,Gaji
1991-08-29,striming,Hiburan
1991-08-29,gaji blnn,Gaji
1991-08-29,abun,Belanja
1991-08-30,lain-lain,Lainnya
1991-08-30,bnga bnk,Investasi
1991-08-30,blnja mingguan,Belanja
1991-08-30,alfa,Belanja
1991-08-30,streming,Hiburan
1991-08-30,bayar parkir,Tagihan
1991-08-30,blnan belanja mingguan,Belanja
1991-08-30,lain-lain,Lainnya
1991-08-30,lain-flain,Lainnya
1991-08-31,internet,Tagihan
1991-08-31,lain-lain,Lainnya
1991-08-31,wrg nsasi,Makanan & Minuman
1991-08-31,paketan,Tagihan
1991-09-01,bpjs,Tagihan
1991-09-01,pls,Tagihan
1991-09-01,intrnet,Tagihan
1991-09-01,sasbun,Belanja
1991-09-01,freelan,Gaji
1991-09-02,bjps,Tagihan
1991-09-02,bya adm,Lainnya
1991-09-02,kopi-kopi paig,Makanan & Minuman
1991-09-02,lai-lain,Lainnya
1991-09-03,byaya admin,Lainnya
1991-09-03,gfood,Makanan & Minuman
1991-09-03,lstriik,Tagihan
1991-09-03,jajan sore,Makanan & Minuman
1991-09-03,lstrk,Tagihan
1991-09-03,sabun,Belanja
1991-09-04,bioskop,Hiburan
1991-09-04,lain-lain,Lainnya
1991-09-04,cashbk,Investasi
1991-09-04,alfamart,Belanja
1991-09-05,mkan malam,Makanan & Minuman
1991-09-05,investasi,Investasi
1991-09-05,biaya admin,Lainnya
1991-09-05,byaya admin,Lainnya
1991-09-05,cemilan,Makanan & Minuman
1991-09-05,biya adnm,Lainnya
1991-09-05,bya admn,Lainnya
1991-09-05,malam mkn,Makanan & Minuman
1991-09-05,tp up game,Hiburan
1991-09-05,sore nyaemil,Makanan & Minuman
1991-09-06,cemilan,Makanan & Minuman
1991-09-06,lain-lain,Lainnya
1991-09-07,tissu,Belanja
1991-09-07,isi pulsa,Tagihan
1991-09-07,lain-lain,Lainnya
1991-09-07,bonus,Gaji
1991-09-07,byaya admn,Lainnya
1991-09-08,emilan,Makanan & Minuman
1991-09-08,indomaret,Belanja
1991-09-08,lain-lain,Lainnya
1991-09-08,sabun,Belanja
1991-09-08,air,Tagihan
1991-09-08,lisrik,Tagihan
1991-09-08,kbtuhan pokok,Belanja
1991-09-08,main ke mall,Hiburan
1991-09-08,invstasi,Investasi
1991-09-09,blanja mingguan,Belanja
1991-09-09,alfa,Belanja
1991-09-09,bioskop,Hiburan
1991-09-09,rpoyekan,Gaji
1991-09-09,alfa,Belanja
1991-09-09,stariming,Hiburan
1991-09-10,bioskop,Hiburan
1991-09-10,blnja mingguan,Belanja
1991-09-10,streming,Hiburan
1991-09-10,adm fee,Lainnya
1991-09-10,biaya asdmin,Lainnya
1991-09-11,bpjs,Tagihan
1991-09-11,nyemil sore,Makanan & Minuman
1991-09-11,prkir,Tagihan
1991-09-12,bya admn,Lainnya
1991-09-12,isi puljsa,Tagihan
1991-09-12,jakjanan osre,Makanan & Minuman
1991-09-12,mkan siang,Makanan & Minuman
1991-09-12,admin fee,Lainnya
1991-09-12,lain-lain,Lainnya
1991-09-13,pagi kopi,Makanan & Minuman
1991-09-13,alfamrt,Belanja
1991-09-13,fee admin,Lainnya
1991-09-13,pbjs,Tagihan
1991-09-13,streaming,Hiburan
1991-09-13,lain-lain,Lainnya
1991-09-13,idm,Belanja
1991-09-13,iuran bhlnan,Tagihan
1991-09-14,invst,Investasi
1991-09-14,bioskpo,Hiburan
1991-09-14,jajann sore,Makanan & Minuman
1991-09-14,bya admn,Lainnya
1991-09-15,inet,Tagihan
1991-09-15,kbtuhn pkk,Belanja
1991-09-15,lain-lain,Lainnya
1991-09-15,mlal main ke,Hiburan
1991-09-16,bioksop,Hiburan
1991-09-16,cashback,Investasi
1991-09-16,insentif,Gaji
1991-09-16,isi puljsa,Tagihan
1991-09-16,tp up game,Hiburan
1991-09-16,insentif,Gaji
1991-09-16,kopi pagi,Makanan & Minuman
1991-09-16,iurn bln,Tagihan
1991-09-16,biya adm,Lainnya
1991-09-16,ngopi pagi,Makanan & Minuman
1991-09-16,admn fee,Lainnya
1991-09-17,lain-lain,Lainnya
1991-09-17,isi pulsa,Tagihan
1991-09-17,air,Tagihan
1991-09-17,main ke mall,Hiburan
1991-09-17,token,Tagihan
1991-09-17,warung nasi,Makanan & Minuman
1991-09-17,bya admin,Lainnya
1991-09-17,air,Tagihan
1991-09-17,isi game,Hiburan
1991-09-17,naem modal,Investasi
1991-09-17,asabun,Belanja
1991-09-18,biaya admn,Lainnya
1991-09-18,streaming,Hiburan
1991-09-18,sabun,Belanja
1991-09-18,tock dapur mingguan,Belanja
1991-09-19,makan siang,Makanan & Minuman
1991-09-19,netflixan,Hiburan
1991-09-19,gopud,Makanan & Minuman
1991-09-19,air,Tagihan
1991-09-19,lafamart,Belanja
1991-09-19,air,Tagihan
1991-09-20,sabun,Belanja
1991-09-20,cashback,Investasi
1991-09-20,idm,Belanja
1991-09-20,nyemil sore,Makanan & Minuman
1991-09-20,min ke mall,Hiburan
1991-09-21,cemilan,Makanan & Minuman
1991-09-21,lain-lin,Lainnya
1991-09-21,alfamrt,Belanja
1991-09-21,biya adm,Lainnya
1991-09-21,lain-lain,Lainnya
1991-09-21,sokre nyemil,Makanan & Minuman
1991-09-22,cemilan,Makanan & Minuman
1991-09-22,netflixan,Hiburan
1991-09-22,main ke mall,Hiburan
1991-09-22,warung nasi,Makanan & Minuman
1991-09-22,sore ajanan,Makanan & Minuman
1991-09-23,sabun,Belanja
1991-09-23,goflood,Makanan & Minuman
1991-09-23,mkn siang,Makanan & Minuman
1991-09-23,pls,Tagihan
1991-09-23,cemdilan,Makanan & Minuman
1991-09-24,lain-lain,Lainnya
1991-09-24,main ke amll,Hiburan
1991-09-24,alfmart,Belanja
1991-09-24,netflixan,Hiburan
1991-09-24,tp up game,Hiburan
1991-09-24,mall ke main,Hiburan
1991-09-24,internet,Tagihan
1991-09-24,baioskop,Hiburan
1991-09-24,air,Tagihan
1991-09-24,interest,Investasi
1991-09-24,bya adm,Lainnya
1991-09-24,striming,Hiburan
1991-09-25,tisu,Belanja
1991-09-25,income bulanan,Gaji
1991-09-25,mingguan belanja kebutuahn,Belanja
1991-09-25,lain-lain,Lainnya
1991-09-25,lain-lain,Lainnya
1991-09-25,lstrk,Tagihan
1991-09-25,bioskop,Hiburan
1991-09-25,tabungan,Investasi
1991-09-25,mam malam,Makanan & Minuman
1991-09-25,striming,Hiburan
1991-09-25,cemilan,Makanan & Minuman
1991-09-26,pls,Tagihan
1991-09-26,freelance project,Gaji
1991-09-26,makan siang,Makanan & Minuman
1991-09-26,bisokop,Hiburan
1991-09-26,up sgame top,Hiburan
1991-09-26,sabun,Belanja
1991-09-26,cb,Investasi
1991-09-27,isi game,Hiburan
1991-09-27,pulsa,Tagihan
1991-09-27,bya adm,Lainnya
1991-09-27,netflixan,Hiburan
1991-09-27,ain ke mall,Hiburan
1991-09-27,air,Tagihan
1991-09-27,sabun,Belanja
1991-09-27,sabun,Belanja
1991-09-27,tfisu,Belanja
1991-09-27,kan siang,Makanan & Minuman
1991-09-28,pagi kopi,Makanan & Minuman
1991-09-28,main ke mall,Hiburan
1991-09-28,gaji bulanan,Gaji
1991-09-28,air,Tagihan
1991-09-28,bya adm,Lainnya
